decade,christian,country,dance,latin,other,pop,r&b,rap,rock,traditional,unlabeled
1960,0.0437956204379562,4.131386861313869,0.3795620437956204,0.145985401459854,3.051094890510949,4.934306569343065,24.306569343065693,0.6277372262773723,21.2992700729927,21.64963503649635,19.43065693430657
1970,0.3774297037176826,5.246272881675788,3.359124363087375,0.11322891111530478,2.623136440837894,6.567276844687677,23.85355727495754,0.4529156444612191,36.516323834685785,5.680317040951123,15.210417059822609
1980,0.12156576707999028,2.62582056892779,3.3795283248237293,0.5835156819839533,2.017991733527839,4.181862387551665,13.955750060782885,1.4344760515438852,55.993192317043516,3.112083637247751,12.594213469486991
1990,0.5258545135845749,6.281040023371312,6.952965235173824,0.6719252118025124,3.2427695004382118,9.523809523809524,17.353198948290974,13.409290096406663,25.562372188139058,1.1977797253870874,15.27899503359626
2000,0.3803393797542422,18.841427735517847,0.6143943826799299,0.7899356348741955,1.609128145114102,26.94558221181978,9.128145114101814,19.57284961966062,15.886483323581041,0.5851375073142189,5.646576945582211
2010,0.1799370220422852,15.3621232568601,2.249212775528565,1.214574898785425,2.1592442645074224,35.20017993702204,2.0917678812415654,33.24336482231219,4.003598740440846,0.5623031938821412,3.7336932073774176
