decade,Observed mix,1980s mix held fixed,included_audio_pct
1980,0.6562991257565568,0.6562991257565569,84.8744292237443
1990,0.5648450800915332,0.5501565472430502,77.89661319073083
2000,0.5473622564102564,0.5029506090958149,93.65994236311239
2010,0.4759399583224798,0.453476600126653,91.95209580838323
