decade,size,sum,mean,percent
1960,5222,215,0.041171964764458065,4.117196476445806
1970,4210,307,0.07292161520190024,7.2921615201900245
1980,3504,427,0.1218607305936073,12.18607305936073
1990,2805,576,0.2053475935828877,20.53475935828877
2000,3123,1016,0.32532821005443485,32.53282100544349
2010,4175,1690,0.40479041916167663,40.47904191616766
